text,label
You post this stupid info once a month. Make a new story losers,1
"aaa  news flash for the liberals, when a building owner buys a building or builds one such owns the elevator! he is free to hire who he wants to fix it etc.. it should be on the owner of the building period.",0
"Teresa - Don't be too fast to declare a permanent drought - The Governor of California did that, and look what happened there in this (Northern) Winter! Sensible management, yes - but let's not get too carried away.",0
"He should have used a condom anyway, as protection against STDs. What a poor example for a Health Care Professional.

Failing to do so is irresponsible and just plain stupid or lazy. 

Why are you so keen to make excuses for someone who sought an easy out to his personal and social responsibilities when having sex in what he viewed as a casual relationship?",1
"If the United States treats China as an enemy, it will become an enemy for decades. China's military is too weak to take on the United States but if it puts itself on a military footing, it will expand to a power that will demolish the United States in the Pacific.

The key to a peaceful rise of China is to integrate it into the world order. However the United States should not send mixed signals as it currently does. It should not try to isolate China like the TPP and yet engage it on other issues.

Donald Trump and Rex Tellerson belongs to the old racist generation who see Asians as feeble, decadent, and inept. For these old men, the rise of China and other Asian Tigers is very difficult to accept.",1
When was the last time brandel chamblee fired a 65? Actually I don't care - he's a dick,1
"Here we go with the ""media"" again, who gave Trump free wall-to-wall coverage for over a year and a half.  Yes, I saw and heard Trump with my own eyes and ears.
Where do you go to receive accurate, non partisan coverage?  Infowars?  Noted.",0
"What a bunch of dung cookies, anybody with brains know the chinese devalued their currency in order to undermine all other countries currencies and give themselves an unfair advantage! On top of that they employ slave labor and force their workers to work in deplorable conditions1 It's ludicrous to think you can even converse with this corrupt administration on any level except extreme prejudice! And they have the nerve to speak on behalf of fair trade....... really?",1
"the opposition isn't environmentalism, it's our LIVES. we LIVE HERE. STOP ATTACKING BC for CHINA.
_______________________

It's goddamn treason the way the lobbyist for Enbridge and Kinder Morgan (Enron) are attacking Canadians.",1
"I wonder why they weren't asked how long they expected this bull market to continue, and what the market reaction will be when it does inevitably start to cool. Will that spark a selloff as people (particularly retiring boomers) will look to cash in before prices drop too far? Will we finally get the ""soft landing"" that all the experts were predicting would happen 5+ years ago? Do they see continued double digit growth for years to come, despite prices being well beyond the metrics of a healthy, sustainable market?",0
"Dear Richard, if 95% of commenters are liberal, it just means that only 5% of non liberals (Trumpers) are able to comment in a meaningful manner, so they just don't in order to not be seen to be ..........  It could also be because they too see what an ugly mess the trump administration has turned into.  I suppose you agree with that garbage tongue Scaramucci too.",1
"Lions and tigers and bears, oh my...",0
"I love it! I want Congressman Mark Begich, frankly. As for Babcock? The only think I like about him is his plug-n-play name.",0
"rumour is he prefers a backpack but his handlers said no

""you must project the image of someone over 30"" 
""someone who Canadians trust to carry the secret codes""
""someone who looks as if they sort of know what they are doing""",0
"[I feel sorry for the left that can't understand why they lost power. They blame the Russian, the Nazis, the KKK]
Let's make this plain.  You are abandoning any argument on the subject of these kids and resorting to pointless partisan attacks?  Nothing in the article or that we've discussed had anything to do with ""the left,"" ""Russians, ""Nazis,"" or the KKK.
[If someone from Somalia moves in next to me, refuses to learn English, wants my taxes to pay for them, has a bunch of goats and half naked kids running around, and has their women wearing a burka we are not going to be friends.]
So why do you advocate removing dreamers when they've, ""paid taxes, speak English, and generally live a life like the rest of the people around you?""  Dreamers grew up here, 91% of them work, some have even joined the military yet it seems you ignore the realities of their situation even when you claim you wouldn't have a problem.  Are you intentionally ignoring them or lying to me?",1
"This job has politics written all over it. This will go to another, go along get along, and nothing will change except the name on the Office window!",0
i would just like SA to write better stories with a little info included.,0
Im hoping Gorsuch dies early like his  witch of a mother,1
"Did this one remaining Canadian newspaper nominate themselves for every category?  Sorry for the circumstances in winning.  Participation level must be very low.  Self congrats with your participation ribbon, ye old  Mop and Pail.",0
"not only is it a 'right', but I have the 'right' to be fat, drunk, and smoking like a chimney......and I'll give you the 'right' to pay for me!",0
"Stick your finger in your mouth, Bobby",0
"<<My point being that Trump on the other hand opposes all that in his candidacy.>>

Of course he doesn't; to think of Trump as pro-life, or to use pro-life concerns as an excuse for voting for him, is to make a mockery of the pro-life cause and to demean those who really care about it.  This is a hypocritical excuse to justify a vote for a fascist, racist know-nothing blowhard whose candidacy is an embarrassment to his party and a disgrace to his country. 

I refer back to my original question, which you have so far declined to answer:  Using the criterion you set forth to determine who gets invited to the the Al Smith Dinner, does the racist, fascist, misogynist, serial adulterer and sexs offender who is the nominee of the Republican party get invited?  Yes or No?

If you continue to decline to answer, I'll infer that you're trying to avoid the hypocrisy that attaches to an affirmative answer.  It's probably too late for that.",1
But does it matter? Or do you just like to kill animals that you don't like?,1
"Ever get your shoes shined at Lucky's? Us kids thought there were gangsters inside that dark interior.
And I loved the lunch counters. Now we have Starbucks instead.
Anybody remember the Snappy Service cafes? They were numbered; the one on Olive I believe was Snappy Service #1.",0
"Nonsense
The US taxpayer will pay ,........
Just like Trump's silly wall",1
"Squigly Bergdahl sending some friendly fire my way again.  ""Aloha, Imua & mahalo?""  What's up with that?  What a stupid thing to say.  Can you imagine ISIS chopping off someone's head and then saying, ""Aloha, Imua and Mahalo?""  You are truly a dimwit.",1
"I’m a huge Denver fan and have been for years. I think Demaryius Thomas is over rateded! Ouch! don’t get me wrong....I think he’s a solid receiver but he’s catered to because of his status! And from that I mean he’s the top offensive player on the Broncos, he is the go to guy! He’s the high priced receiver so we need to go to him. It’s not a Simien problem or a Brock problem, we need a solid, established QB. And that’s for sure! We can’t keep looking at the draft. The front office is blowing my mind because they know this fact and are still dodging it! Not sure why because Elway knows it.....maybe his hands are tied? No that’s not it! Maybe there’s no alternative? No that’s not it! Hmmmm not sure what the issue is! I guess we wait again for the off season because we are done!",0
So they replace a man who wanted the south to keep blacks as slaves with a man whose political party depends on keeping blacks enslaved. Makes sense.,1
"Invading a country, in an attempt to spread democracy at the point of a gun is NOT a constitutional mandate. Now the entire Middle East is destabilized, Libya, Syria, Egypt...

Thanks a lot W. Bush!

We spent millions of dollars setting up a health care system in Iraq. Is that a constitutional mandate? NOT!",0
"Like the Huff Po, Yahoo News (that's a joke), this very paper, and virtually every liberal media... NOT ONE MENTION of Radical ISLAMIC Terrorism! It seems as if there's this unbelievable coddling and appeasing of Islam and you like Obama will not call it what it is... RADICAL ISLAMIC TERRORISM. Until you folks rise up and acknowledge that the terror and slaughter,  chaos and mayhem are coming from one source, Radical ISLAMIC Terrorism, you and others will become perpetual victims of this Islamic terror.",1
BOHICA,0
"Well yea.
TRUMP who enjoys grabbing then by the pussy",1
The president of Turkey is an effing pig.,1
"Hear hear, very well said.",0
The people that want to do away with the electoral college are trying to chip away at the checks and balances put into the constitution.,0
"Right. I guess you supported slavery and segregation too. It is their right as Americans to have slaves, or discriminate on the basis of race. And Arab countries have the right to treat women badly too. Countries have a right to be anti-gay. No one should tell them how to behave!",1
"Right-on. Tough-love is the way. Make it illegal to give those vagrants anything. That way they will either leave the community or die. In either case, we will be rid of them. After that, we can then work on ridding the community of the food bank, meals on wheels and the mission shelter.",0
"Thanks for the good reminder,   Georgeana Gutierrez, that one of the things we should be thankful for Thursday is this rich, beautiful, bountiful  continent we took from the Indians, mostly  by force of arms.
But I remain  puzzled as to why a kind, thoughtful letter such as yours produces so many sarcastic responses.",0
"So how much information did the Trump Tower yield?  All these latest gotcha stuff was unmasked and leaked from there? No one I know gives a rats bottom about this. We want to know who has been leaking and we want them in jail! Collusion is a joke, and not applicable in any of this! Muller needs to go! Enough wasting our money on this garbage!",1
"You are gaslighting the majority of black parents.
I am not sure why you can think that is okay.
Oh, right, you have played cards with black people before so you are allowed to make generalizations, right?",1
"I'm not surprised, you can't fix stupid.",1
"Defense of racism is even more disgusting and thoroughly indefensible.

Racists deserve only undiminished scorn and ridicule.",1
"""Gay assassins?"" Is that a thing? Sounds fabulous.",1
Yet another Canadian that doesn't understand how taxes work in Canada.,0
"kids shouldn't waste their money to be told they need to apologize for their privilege, for being born a racist, keep away from segregated safe spaces, stay off campus during ""no white"" days, saying anything outside of the accepted PC new-speak is a crime, etc.
four year liberal arts degrees where you only learn how to be offended will get you nothing in the workforce.",0
If you believe that most people moved on after Obama's election you are delusional as well as deplorable.,1
"""But with so many cats and so few resources, it's an enormous challenge."". I can just see DLNR staff out rounding up cats every night. Probably will last a week before they throw up their hands at the futility.",0
Those Israelis what a likeable arrogant bunch.  Always giving the finger to the rest of the world.  It's always about them.  The rest of the world pays.,1
"Well since my original post mentioned nainoa Thompsan and you replied to my comment, I think it was a fair assumption of mine that you knew who he was and was disagreeing with the point I was using him to make. If I lived in a rural area with no doctor and they proposed a law that would allow someone who was in their last year of residency to practice in my area, I would support it. I support teachers, but to compare them to doctors or pilots is rather ridiculous isn't it? That is like saying police officers and the cooks at jack in the box should have the same level of training.",1
Don't be obtuse. He was attacking the credibility of the whole industry.,0
"Maybe you just took it as a bad thing--for your anti-con agenda.  That would typical of your type.
Sad!",0
"""“The good news is, when you look at renewables, they’re actually becoming very cost competitive""..... but they will be no more reliable? no , try tracking the IESO site for a while, and get back to us ......, ""so I think by 2025 you will see in many cases it’s parity"".....  you think????? ,only if you tax or regulate the existing power sources to the point of social engineering....  ""and there’s different sources to choose from,” she said."" 
In case you missed it ,here in Ontario , we already have nukes ,hydro ,and gas fired , that can replace all the wind and solar in the province, they are nothing but redundant government subsidized make work projects ,forced on the rural areas of the province.",0
"Your use of the term ""right"" throughout your comment is a false ploy to sustain the conservative hijacking of the word in the ""talk radio"" dictionary.  Better terms would be ""truth and lie"".  The ""right"" of conservatism is one long lie refusing to ever bow to truth even though proof has been certified time and time again through intelligence, logic, and scientific method.  ""Right"" is a power term to imply truth to support lies like the entire Trump administration and the Republican traitorous party.",0
"Wow!!!
There are no words to describe the depths of your ign0rance.",1
"The evidence consists of hacked emails being leaked.  Of course, like you and Pandora, whichever name she is posting under today, I think this whole issue is unimportant.  What matters is that the Courageous Bishops of the USA directed us to vote for the most Christ-Like candidate and he won, so now we need only sit back and watch him enact the agenda that our Bishops in their God-Chosen capacity as Moral Leaders desire.",0
"RA:  Repeat the Trump is not my President enough and maybe you will believe it, I.e. read the article.  But unless you are not an American citizen Trump is your President-elect regardless of how many times you say he is not.  You should see yourself in The Haycox article.",0
Same 'ol same 'ol with this clown. More allegations without a shred of evidence. This mentally unstable buffoon is still trying to deflect the heat away from his Russian ties.,1
"No shock or horror here. It was always to be expected , however the scale is larger than I thought. This is what arrogant parasites do.",1
"That is disgusting. These allegations make it sound like CSIS is an agency run by the likes of Pol Pot and Stalin. 

And Canadians have the temerity to criticize the CIA for its activities! I'd rather an agency that tortures for the sincere purpose of information retrieval than one that is staffed by peanut-brained management.",0
"Even for a moron like you, Ronin666, I thought you'd be smart enough to keep your lapdog, Fox mouth shut on this one.  Keep digging that hole,  eventually you'll be buried by your stupidity.",1
"""It can be as simple as a pickup volleyball match in the unlikeliest of places — a beach court in Stockholm, near the dorms at the Norwegian Nobel Institute"". Getting to a beach court in Stockholm from Oslo is no easy task . . .",0
"Just gobsmacking, amazing investigative journalism, coupled with near genius, quality script. Can it get better than this? On the other side, hurly burly vomit inducing facts. ANC, Gupta and Canadian hypocrisy. Horrible mix.",1
"""CO2 in the atmosphere was a fairly steady 280 ppm until about 1950 when it began to rise up into the present level of about 400 ppm.""

No, you're confusing the Mauna Loa record with other records of CO2. Pre-industrial was around 280 ppm, when Mauna Loa started recording in the 1950's it was at ~320 ppm. And in fact we're bumping up around 410 ppm currently. 

The reason 1950 is bantered around so much, is that that's when we first start to see the anthropogenic signal emerge out of the noise. 

http://www.realclimate.org/index.php/archives/2013/10/the-ipcc-ar5-attribution-statement/",0
"You know who I think looks ""ridiculous""? The priest who sings a pop-tune ""Hallelujah"" during a homily. The priest who seems afraid to use his own heritage of liturgical art and liturgical music. The priest who is afraid to anger the post-hippe parishioners who currently hold the purse strings...",1
"My point is: that is why his boneheaded tweet didn't say Foreign Born Driver or any other country-only Japanese.  Thin-skinned we sure are anymore.  Honestly-dumb thing to tweet, stupid thing to tweet, but worth a loss of job or calling it racist? Ludicrous.",1
Exactly who is stupid enough to NOT think that Russia and every other technologically advanced country on the planet are constantly attempting to hack the U.S.?  This entire charade is such old non/fake news.,1
This is what happens when who have two trust babies running the country.,0
"Yeah Robert, you're right on all your points.  Trump THINKS he's a businessman, but we know better, don't we Bob?   Yessiree bob a roonie.  That ignorant Trump thinks he knows something about business.. How arrogant.  I'll bet he's flatulent too!! Gross!",1
"In Venezuela, an unprecedented economic collapse

Yes indeed it is unprecedented if you forget, ignore or never heard of the USSR, Maoist-China,   communist Poland, East Germany, Romania, Albania, Cuba, North Korea, Czechoslovakia, Hungary, Yugoslavia,  Latvia, Lithuania,  and every other communist and failed states which has been 100% unsuccessful too.  Yet each and every one  were championed as the future of all humanity.",0
"Robert Fyfe seems to be the only reporter willing to expose this Prime Minister as a monstrous hypocrite.  I hope this is his undoing before he is allowed to damage the lives of hard working Canadians with his sense of entitlement for himself, his friends and his family.  Keep digging Robert you are on the right track.",1
"actually she did not fully understand the question.  the paris climate accord was only a voluntary agreement, it has no teeth to enforce anything - members could violate its principles without harm.  and any nation whether part of the accord could abide by their principles they believe that climate change is real; hence membership is not really important and crucial, it just looks good but has no real force or meaning.",0
You appear to try to speak English Mr. Manning but don't do a very good job at it.  So why don't you leave?  Bullpocky to you and your language theory.,0
"Let me preface my opening remarks, that by any conventional  measure your dystopian
view has caused you to experience an existential crises.",0
He was in his clerics (and getting them repaired) and not in mufti.  It wasn't a public speaking engagement but he wasn't off-duty.  I'm not sure if he ever is.,0
"Denying the ongoing pedophile scandal, pretending it is all ancient history,  tactics endorsed by the infallible church for use by those who support, or at least condone, clerical child abuse.",0
"Again someone who gets to decide who can be Catholic and who cannot. Go, be happy with your church of laws; I take the Roman Catholic Church of Jesus, which is love, peace, compassion.",0
"What lacks the proof is that anything sexual even happened.
Beyond reasonable doubt would get him free because the accusation didn't even try to research cross contamination.
But the taxi driver was a moron, when someone is too drunk and pisses on your car you don't help them out of their dirty clothes, you charge the ride and drop them in the streets. That's the only sensible thing to do.",1
All the environmentalists in the world can't stop an idiot who doesn't put their campfire out properly.,1
She didn't need to implore a dictator to help her garner millions more than the buffoon.,1
"I said at the time Trump was setting up this bonehead for an @$$ rippin.
I have dealt with this type of business person. When they butter you up they are buttering you up for a bend-over not a cuddle.

Of course the LIBS don't have one seasoned business person is in this mix. 
A journalist? Give me a break, 
You need rough killers, not powderpuffs, who have never had to make payroll.
Like Trump would have said to his advisers.
What a bunch of lightweights and low energy nobody's.
In the business communist we could see this comin a mile away
We prepared accordingly

Instead of getting a envelope form Khan, bonehead should have been on the job like Trump was planning.

Lightweight is all he is",1
"Being without internet for 5 days (Cable theft) I only now read the article. What disgusting people thisfamily seems to be..... but Bell Pottinger nonetheless seemed to think they were honourable and, for a large fee chose to polish their image! It does nothing for PR, whose members are classed below... used car salesmen, estate agents, defrocked Priests and, of course, Politicians.",0
Kukailimoku shows what rail advocates are willing to sacrifice to save the rail -- reductions in police and fire protection.  Not many would agree with that.,0
"Trump may get re-elected because the so-called family values Christians, so-called fiscal conservatives, and the so-called ""party of ideas"" have sold out their ideals to cape for a thrice married racist perpetually bankrupt fraudulent segregationist p- grabber who barged into dressing rooms at the Miss TEEN USA pageant to ogle underage girls. How quickly Republican values have morphed when the lecherous racist elitist Manhattan cum Hollywood TV star with the R next to his name has absolutely NO values. It's as if the entire Republican party has enrolled at the fraudulent Trump University.",0
"Gitmo 
Being informed - or not - is sometimes a challenge in our info-swamped world. 
For instance,  I have read that Buddhist and Muslim tensions, in modern times at least, were inflamed during WW2. 
It seems some Muslims understood that by helping the British defeat the Japanese they were carve off a chunk of Burma for themselves. 
Apparently the Buddhist majority wasn't having it. 

And just look at a map. 
Ethnic and religious motivated strife is the way of things in these parts.
Buddhist Burma borders Muslim Bangladesh which had it's own genocidal slaughter in 1971. 
Obviously, the Burmese government is taking no chances that a  splinter Muslim state is still possible. 
Don't get me wrong, the violence and suffering are, and should be, intolerable but as Westerners we need to realize that our good guy/bad guy TV show justice doesn't apply to the majority of the planet.",0
Kristine.....you just lost all credibility when you told us to watch Fox News to view both sides of an issue.  I guess if you begin with the idea of all Democrats are evil and all GOP'ers are good you may have a point.  Otherwise the idea that Fox News is going to present more than the GOP side of an issue is laughable.,1
He has fought it for years-since well before the last election and right up until today. He is at the opposite end of the scale from the Conservatives and has proved it by word and by action.,0
Wespac should be stripped of all rights to represent anyone.,0
"Liberals/Democrats/Anti-Trumpsters are saying God Bless Barry! God Bless Nan!
House Minority Leader Nancy Pelosi said of the Affordable Care Act, in 2010: ""We have to pass the bill so that you can find out what is in it."" 
:(
you can keep your doctor
you can .. .
yup! ahha! Right!",0
where is our vocal feral cat killing muslim to defend his fellow islamist? must be hiding under his blow up sheep.,1
"So there is no dogma, no Creed, and no teaching office? Please.",0
"They were hardly ""silent"". I distinctly recall a great din of braying morons.",1
"Wente's article is not all wrong.  A key difference between a carbon tax and cap and trade is that the latter provides certainty about how much emissions will be reduced.  (If you don't think they need to be reduced that won't matter to you.)  
There is no reason that cap and trade revenues could not be offset by tax cuts elsewhere.  The fact that they aren't in Ontario's case is -if you feel the money is ill-used- a fair target for criticism. 
 If Ontario can buy a ton of GHG emission reduction at a lower cost by buying the reduction in Quebec or California than by cutting emissions at home, then we are better off sending the money out of the province -again won't matter to you if you think GHG cut is not needed.",0
"Actually, I am the president of a soon to be operating non-profit organization called Living Bridges, that will be serving, families, youth and young adults in life-skills training here in Federal Way. It will be like a ""school of life” for our younger generations, as well as meet the needs of those who are in extreme poverty or homeless. We will not only meet their basic needs while they are in our program, but we will also teach them how to get out of, and stay out of, poverty. We will also be working with young adult families, pregnancy, and addiction. Please see our website: www.livingbridgesonline.org",0
"Alan might be learned, but he sounds like a damn fool. Is he questioning the judicial system? What about grand juries adjudicating Blacks where the makeup is likely to be mostly White? C'mon man! Keep it real OK",1
"I am glad that there was no collateral injuries.  Thinking out loud, if it was gang related could we make $ off this type of behavior.  Arrange to stage a ""gladiator"" type of event and have the combatants (gang members) armed with knives and clubs.  Bets would be taken and the proceeds to be given to charity with a 10% fee paid to the event promoter.  We should be able to secure a large pool of participants and thin down the population of naughty people.  By the way, what about my idea / proposal to ban disposable diapers...I tried to get the help of the anti-plastic shopping bag folks and never got a reply...how come?",0
"No, I am not calling anyone ""names"". YOU were the one indulging in name-calling when you said that Obama practiced ""extreme left leaning politics"". Anyone with the SLIGHTEST knowledge of leftism knows this is completely false. Go to actual leftist websites such as https://www.wsws.org/ and you will see nothing but disdain for Obama for the simple reason that he opposes what these leftists stand for.

No, my original statement stands unchallenged: Only a fool or a liar would call Obama an extreme leftist.",1
"[Why do dumb reporters think someone should IMMEDIATELY respond to them???]
I wonder if the fact that stories don't wait around for government officials to later respond might have something to do with it.",1
You need to stay off this site your a uncaring unwise idiot,1
"Seriously looking at this picture, if she can wear that anywhere, than Halloween masks should be allowed everywhere too.  This backwards suppression of women can stay in their backwards countries that suppress women.  And these Social Justice warriors on the news standing up for their right to wear this are truly hypocrites.  Give your heads a shake.",0
The cowardly Chump would tuck his tail between his legs and run for cover if ever confronted by the crazy Korean. The Chump is all talk while KJU is walking his talk.,1
"A 3 square mile footprint proximate to an existing multi billion dollar pipeline on the edge of a 2,500 square mile area. Environmentalists are so ridiculous.",1
I sincerely hope when the financial roof caves in the civil service and teacher's pensions are the first to go after all they are responsible for these idiots being in power.,1
Idiotic statement 😄,1
"ALL should be treated the same.  That would be in the spirit and letter of the Constitution.  No one should be discriminated against for any reason, including gays.",0
"If you had been thinking, which you obviously weren't, you would realize that UPS, more than likely,along with most companies, does not allowed employees to be armed.",0
"Grow up, ladies!

What if men walked around with their john henry's hanging out, all for the sake of proclaiming their masculine defiance?

People get more ridiculous and bent out of shape to prove something or anything or nothing.",1
"So much usual suspect incest in there I'm surprised there wasn't a three headed kid!

Surely everyone listed owns a significant amount of property along the proposed route in town. 

KILL THIS BOONDOGGLE!!!!",1
"apparatchiks crying for socialist saviors to save a bunch of CBC deadbeat jobs is not the way capitalism works
You create crap you disappear
This is as it should be. Disruptive brilliance and quality destroys mediocrity

Some slimy palmed bureaucrats deciding what is great is a sign that the top in socialism has happened and the crash into normal is upon us

finally",1
"I sure hope you send your children to better schools than you apparently attended, with components such as ""civics"" classes.   Intoning the words ""kill"", ""rape"", etc, in our country, indicate the results of a trial, not some winger on the internet using anonymity to hurl charges because their self confessing women-assaulting buffoon of a candidate is going to lose in a landslide.",1
On who's determination?  I never reviewed the response...,0
"As long as you are referring to racists of all colors, I agree with you.",0
"More information is needed, for sure, but many of your general questions can be answered by looking at existing Medicare data.",0
They could ask the local police force? Pisses me off when governments play dumb.,1
Don't drink the rubbing alcohol either.,0
"Anthony you wouldn't know one end of a gun from another so be careful or you might hurt yourself. One more thing, so you don't eat meat? Or are you one of those typical hypocrites that let others kill your meat for you while you criticize those with the energy and courage to venture out in the wilds of Alaska to legally harvest game. Equating Alaskan hunters to human serial killers is a new low even for pond scum like you.",1
"Of course they are smarter
Our education system is garbage . Anyone from a country other then here is going to be smarter. How do you think oboma got elected lol",1
You had me until you said there is no comparison...  have you missed the first six months of demonstrations of this administration.  Rioting and destroying property because you lost an election is a pretty good comparison to the stupidity of racist.,1
"My2centsEh
I think Trudeau is doing exactly what youère saying.",0
"I enjoyed all the conspiracy theories here-some people actually believe all that stuff!
My personal feeling is that the assassination was just some idiot with a gun who wanted to get famous and commit ""suicide by cop."" Can't be sure though..
  It could have been an  FSB ""wet squad"" acting on orders from Putin. 
  That Gulin guy is pretty interesting. He reminds me of some of the other froot loop types the US is famous for-and he's rich, too. Not to mention any names.",1
"I'm dubious of your claims about Hillary polling higher than Bernie before the caucuses. I never saw such numbers, and I recall Robby Mook sending out a press release prior to the caucuses that basically argued that Hillary losing in Washington won't matter. it felt like a pre-emptive concession. Can you provide sourcing for your polling remark?",0
"And our idiot Prime Minister has thrown the government behind it......because it's 2017.   I really, really fear for boys and men.  This ongoing over the top assumption that women.......all women....... are angels and beyond reproach is bizarre.  Many do make false accusations.   Like it or not.",1
Manning is too busy working with the Pizza Hut moron.,1
"Like all cafeteria catholics you simply declare that any part of the doctrines of the Church you don't like are not DE FIDE.  In the end, just another delicate snowflake who cannot accept and follow the full teachings of the church, picking and choosing what you like, but without the intellectual honesty to admit it.",0
John 3:16 proclaimed as a guilt-enhancing reminder that God sent Jesus to suffer for human sin?  I always heard that verse as just how much God loves us. Liberal Catholics can be such downers.,1
"Or, maybe it's just a nutjob with a gun?",1
"No severance, wow. Wonder how many of these guys voted for Sweetheart Bill 21 at their master's behest? I'm sure they'll find a way to blame libs. I hope most of them end up leaving the state so guys like Dunleavy find it more difficult to get re-elected. Fun is at its peak in the valley!",0
"I am not surprised about unhappiness over SB91 at all. I fully expected it to happen only not this soon. I did read up on SB91. I read the letter submitted to the Governor  that went over the Bill, with short explanations. It was very confusing and I questioned a staff member of one of the senators. He said they were confused by it as well. It needs to be  tweaked to address concerns and it needs to be in a much easier to understand format. I would like some more information on what type of treatment for opioids is being provided and who the people are providing this treatment. I was not impressed with the State's Council or Commission on Drug Abuse report/recommendations. There actually are opioid treatment programs that are working in the lower 48. One of them is a program offered in rural New Mexico. It's nice to have prevention and education but right now our state needs treatment that works and can be available in rural communities. Know about ""real treatment"" vs. the current!",0
"Lynn,

The AGIA boondoggle was not Walker's idea.  Do you recall that AGIA was a boondoggle pipeline to the Lower 48?  It was never what Gov. Walker wanted, and if the clowns in the legislature had listened, we would not have wasted those hundreds of millions, and had nothing to show for it.",1
"Please, oh please, tell us why you need a rifle that fires more than 5 rounds. Are you that lousy of a shot or are you suspecting the Chinese will run in fear if you and the other gun nuts wave your rifles at them in a menacing way? Or, are you afraid President Obama is coming to hurt you? Paranoia runs deep, into your life it will creep.",1
"I was thinking about this very thing today.  SNL is hammering the Trump White House through humor, using the Trump White House's own verbal idiocy.  Name a right wing comedian who is actually humorous.  I couldn't no matter how long I pondered this question. The right doesn't laugh at themselves, or each other very much,  and that's why anger against others worked for Trump.  Every time he can't stop himself from tweeting about SNL is one more time he proves he is a sociopathic narcissist fueled by perceived injustice against him and hyper-vigilant about his fragile ego.  It is only going to get worse for him and for the US.",1
Right. Kill the messenger.  Hit a little too close to home?,1
And 8 years of that social experiment was an absolute failure....for both blacks and whites.,0
"Breaking news;  Globe hack writer ,  writes 2 globe and mail articles at the same time.
In article one he attacks Trump.  In article two he pushes for even more immigration to Canada.  Join them together and publish.  Hack writers quota done for this week.

Hey,  hack nobody thinks having 450K immigrants to Canada is a good idea?  Where are they going to live?  What jobs are they going to do?",0
What I have noticed is that people who make comments like this are usually closet case HOMOSEXUALS.,1
"Don't caucus.  
Don't vote for R or D.  
Write in ""none of the above"" and refuse to participate in this idiotic tug of war.",1
It shows the hypocrisy from the Snowflakes...,1
"So if you believe Trump's assertion that Obama ""allowed the uber rich to succeed over the common folk,"" what is Trump's plan to reverse that? 

Tax cuts for the uber rich is all I've heard.",0
"https://www.youtube.com/watch?v=9N5Kun2sJPA

Link to a BBC news video with Trump.    (watch the next one too)


You send your spokesman out to make an ass of himself, and pretend your closest advisers were mere hangers on, when you’re afraid of what that investigation might turn up.

I had never seen that video before, I love that thing about how ""if you have a signed contract you have to fulfill it"" coming from Trump, the man who is legendary for refusing to honor his contracts. 

Yes, he is not one to ever admit to anything, even in the face of absolute proof. 


But he acts a certain way when he's guilty and it's obvious. 

http://digbysblog.blogspot.com/2017/03/all-hallmarks-of-guilty-man.html",0
"Hillary for PRISON. 

To vote for her is to vote against the rule of law, accountability, and the United States. Only fools think well of Hillary Clinton, who is a monster.",1
"Ummm...
Are you that stupid?",1
"When Hillary wins the White House, and IF Republicans maintain control of Congress, the nation'll see more of the same Republican Just Say No and Do Nothing Congress.  Too bad Bernie didn't make it to the November elections.",0
But apparently you can try to run it without speaking English like Dion and Chretien......the hypocrisy stinks.,1
"what these profound idiots fail to grasp is if the cat owner were responsible for their pet, their pet wouldn't be dead. These scum think it is okay for their animal to destroy other peoples property and kill 1 billion song birds every year. Now, if a dog owner allowed this crap they're getting ticketed.",1
"""It also allots an estimated $1,100 for each Alaskan's Permanent Fund dividend"". Allots? Something's wrong here. Check our Constitution and get back to me in the morning. Something's definitely wrong here.",0
"Paul, we don't need insults. It does nothing to advance the issue and gives ammunition to those who would argue those on your side use insults. You have the brains to think. Help us with logic and reason.",0
"Read the damn links! and it is Fraud, we deal with it directly in BC. Stop advocating more fraud and STOP arguing with real Canadians that you are affecting with your fraud programs.",1
and the stupidity of yet another ignorant poster is observed with no clue what the swamp actually is and how trump is draining it,1
"Wilfredo Tungol.  What constitutional rights are being violated by Trump's travel ban?  If there are Christians still alive in the travel ban countries--those who haven't already been raped, shot, beheaded, or burned--presumably they are subject to the same ban as Muslims or anyone else from those countries.  If a country is governed as a Muslim theocracy, it is possible there are no travelers who aren't Muslims since to be anything else means off with their heads.  Sorry, pal, but your argumant is a sieve.",0
"Talking to reporters on Air Force One on Wednesday, President Donald Trump said he wants the walls of his proposed border to be crystal-clear.
Because he's afraid someone on our side of the wall will get walloped with enormous flying bags of heroin, according to Business Insider.
After you finish laughing about that, please reflect on the fact that we really do have a president who thinks things like this:
""One of the things with the wall is you need transparency,"" he said. ""You have to be able to see through it. In other words, if you can't see through that wall - so it could be a steel wall with openings, but you have to have openings because you have to see what's on the other side of the wall.""
""And I'll give you an example: As horrific as it sounds, when they throw the large sacks of drugs over, and if you have people on the other side of the wall, you don't see them - they hit you on the head with 60 pounds of stuff? It's over. ""
A truly unfit traitorous vacuous buffoon.",1
That's been happening on the provincial level. Pay attention maybe instead of whinging?,0
I believe that America just elected a president that is mentally ill.,1
